TOP.60be4ee9.000a3f39	START
TOP.60be520f.00036ab2	hashes->hashfile	C:\Users\Nico\Desktop\hashcat-6.2.1\wordlists\archivo_1
TOP.60be520f.00036ab2	hashes->hashlist_mode	5
TOP.60be520f.00036ab2	hashes->hashlist_format	0
TOP.60be520f.00036ab2	hashes->hashes_cnt	0
TOP.60be520f.00036ab2	hashes->digests_cnt	1000
TOP.60be520f.00036ab2	hashes->digests_done	78
TOP.60be520f.00036ab2	hashes->salts_cnt	1
TOP.60be520f.00036ab2	hashes->salts_done	0
TOP.60be520f.00036ab2	SUB.60be520f.0007339f	START
TOP.60be520f.00036ab2	SUB.60be520f.0007339f	straight_ctx->dict	C:\Users\Nico\Desktop\hashcat-6.2.1\diccionario_1.dict
TOP.60be520f.00036ab2	SUB.60be520f.0007339f	runtime_start	1623085583
TOP.60be520f.00036ab2	SUB.60be520f.0007339f	runtime_stop	1623085583
TOP.60be520f.00036ab2	SUB.60be520f.0007339f	status-after-work	5
TOP.60be520f.00036ab2	SUB.60be520f.0007339f	STOP
TOP.60be520f.00036ab2	proc_start	1623085583
TOP.60be520f.00036ab2	proc_stop	1623085584
TOP.60be520f.00036ab2	STOP
TOP.60be5223.00035eed	START
TOP.60be5223.00035eed	folder_config->cwd	C:\Users\Nico\Desktop\hashcat-6.2.1
TOP.60be5223.00035eed	folder_config->install_dir	.
TOP.60be5223.00035eed	folder_config->profile_dir	.
TOP.60be5223.00035eed	folder_config->session_dir	.
TOP.60be5223.00035eed	folder_config->shared_dir	.
TOP.60be5223.00035eed	user_options->separator	:
TOP.60be5223.00035eed	user_options->encoding_from	utf-8
TOP.60be5223.00035eed	user_options->encoding_to	utf-8
TOP.60be5223.00035eed	user_options->rule_buf_l	:
TOP.60be5223.00035eed	user_options->rule_buf_r	:
TOP.60be5223.00035eed	user_options->session	hashcat
TOP.60be5223.00035eed	user_options->limit	0
TOP.60be5223.00035eed	user_options->skip	0
TOP.60be5223.00035eed	user_options->attack_mode	0
TOP.60be5223.00035eed	user_options->benchmark	0
TOP.60be5223.00035eed	user_options->benchmark_all	0
TOP.60be5223.00035eed	user_options->bitmap_max	18
TOP.60be5223.00035eed	user_options->bitmap_min	16
TOP.60be5223.00035eed	user_options->debug_mode	0
TOP.60be5223.00035eed	user_options->hash_info	0
TOP.60be5223.00035eed	user_options->force	1
TOP.60be5223.00035eed	user_options->hwmon_disable	0
TOP.60be5223.00035eed	user_options->hwmon_temp_abort	90
TOP.60be5223.00035eed	user_options->hash_mode	0
TOP.60be5223.00035eed	user_options->hex_charset	0
TOP.60be5223.00035eed	user_options->hex_salt	0
TOP.60be5223.00035eed	user_options->hex_wordlist	0
TOP.60be5223.00035eed	user_options->hook_threads	8
TOP.60be5223.00035eed	user_options->increment	0
TOP.60be5223.00035eed	user_options->increment_max	256
TOP.60be5223.00035eed	user_options->increment_min	1
TOP.60be5223.00035eed	user_options->keep_guessing	0
TOP.60be5223.00035eed	user_options->kernel_accel	0
TOP.60be5223.00035eed	user_options->kernel_loops	0
TOP.60be5223.00035eed	user_options->kernel_threads	0
TOP.60be5223.00035eed	user_options->keyspace	0
TOP.60be5223.00035eed	user_options->left	0
TOP.60be5223.00035eed	user_options->logfile_disable	0
TOP.60be5223.00035eed	user_options->loopback	0
TOP.60be5223.00035eed	user_options->machine_readable	0
TOP.60be5223.00035eed	user_options->markov_classic	0
TOP.60be5223.00035eed	user_options->markov_disable	0
TOP.60be5223.00035eed	user_options->markov_threshold	256
TOP.60be5223.00035eed	user_options->backend_info	0
TOP.60be5223.00035eed	user_options->backend_vector_width	0
TOP.60be5223.00035eed	user_options->optimized_kernel_enable	0
TOP.60be5223.00035eed	user_options->outfile_autohex	1
TOP.60be5223.00035eed	user_options->outfile_check_timer	5
TOP.60be5223.00035eed	user_options->outfile_format	3
TOP.60be5223.00035eed	user_options->wordlist_autohex_disable	0
TOP.60be5223.00035eed	user_options->potfile_disable	0
TOP.60be5223.00035eed	user_options->progress_only	0
TOP.60be5223.00035eed	user_options->quiet	0
TOP.60be5223.00035eed	user_options->remove	0
TOP.60be5223.00035eed	user_options->remove_timer	60
TOP.60be5223.00035eed	user_options->restore	0
TOP.60be5223.00035eed	user_options->restore_disable	0
TOP.60be5223.00035eed	user_options->restore_timer	60
TOP.60be5223.00035eed	user_options->rp_files_cnt	0
TOP.60be5223.00035eed	user_options->rp_gen	0
TOP.60be5223.00035eed	user_options->rp_gen_func_max	4
TOP.60be5223.00035eed	user_options->rp_gen_func_min	1
TOP.60be5223.00035eed	user_options->rp_gen_seed	0
TOP.60be5223.00035eed	user_options->runtime	0
TOP.60be5223.00035eed	user_options->scrypt_tmto	0
TOP.60be5223.00035eed	user_options->segment_size	33554432
TOP.60be5223.00035eed	user_options->self_test_disable	0
TOP.60be5223.00035eed	user_options->slow_candidates	0
TOP.60be5223.00035eed	user_options->show	0
TOP.60be5223.00035eed	user_options->speed_only	0
TOP.60be5223.00035eed	user_options->spin_damp	0
TOP.60be5223.00035eed	user_options->status	0
TOP.60be5223.00035eed	user_options->status_json	0
TOP.60be5223.00035eed	user_options->status_timer	10
TOP.60be5223.00035eed	user_options->stdout_flag	0
TOP.60be5223.00035eed	user_options->usage	0
TOP.60be5223.00035eed	user_options->username	0
TOP.60be5223.00035eed	user_options->veracrypt_pim_start	485
TOP.60be5223.00035eed	user_options->veracrypt_pim_stop	485
TOP.60be5223.00035eed	user_options->version	0
TOP.60be5223.00035eed	user_options->workload_profile	2
TOP.60be5223.00035eed	user_options->brain_client	0
TOP.60be5223.00035eed	user_options->brain_client_features	2
TOP.60be5223.00035eed	user_options->brain_server	0
TOP.60be5223.00035eed	user_options->brain_server_timer	300
TOP.60be5223.00035eed	user_options->brain_port	6863
TOP.60be5223.00035eed	user_options->brain_session	0
TOP.60be5223.00035eed	hashes->hashfile	C:\Users\Nico\Desktop\hashcat-6.2.1\wordlists\archivo_1
TOP.60be5223.00035eed	hashes->hashlist_mode	5
TOP.60be5223.00035eed	hashes->hashlist_format	0
TOP.60be5223.00035eed	hashes->hashes_cnt	0
TOP.60be5223.00035eed	hashes->digests_cnt	1000
TOP.60be5223.00035eed	hashes->digests_done	78
TOP.60be5223.00035eed	hashes->salts_cnt	1
TOP.60be5223.00035eed	hashes->salts_done	0
TOP.60be5223.00035eed	SUB.60be5223.0006b55f	START
TOP.60be5223.00035eed	SUB.60be5223.0006b55f	straight_ctx->dict	C:\Users\Nico\Desktop\hashcat-6.2.1\diccionario_1.dict
TOP.60be5223.00035eed	SUB.60be5223.0006b55f	runtime_start	1623085603
TOP.60be5223.00035eed	SUB.60be5223.0006b55f	runtime_stop	1623085603
TOP.60be5223.00035eed	SUB.60be5223.0006b55f	status-after-work	5
TOP.60be5223.00035eed	SUB.60be5223.0006b55f	STOP
TOP.60be5223.00035eed	proc_start	1623085603
TOP.60be5223.00035eed	proc_stop	1623085604
TOP.60be5223.00035eed	STOP
TOP.60be5250.00005053	START
TOP.60be5250.00005053	folder_config->cwd	C:\Users\Nico\Desktop\hashcat-6.2.1
TOP.60be5250.00005053	folder_config->install_dir	.
TOP.60be5250.00005053	folder_config->profile_dir	.
TOP.60be5250.00005053	folder_config->session_dir	.
TOP.60be5250.00005053	folder_config->shared_dir	.
TOP.60be5250.00005053	user_options->separator	:
TOP.60be5250.00005053	user_options->encoding_from	utf-8
TOP.60be5250.00005053	user_options->encoding_to	utf-8
TOP.60be5250.00005053	user_options->rule_buf_l	:
TOP.60be5250.00005053	user_options->rule_buf_r	:
TOP.60be5250.00005053	user_options->session	hashcat
TOP.60be5250.00005053	user_options->limit	0
TOP.60be5250.00005053	user_options->skip	0
TOP.60be5250.00005053	user_options->attack_mode	0
TOP.60be5250.00005053	user_options->benchmark	0
TOP.60be5250.00005053	user_options->benchmark_all	0
TOP.60be5250.00005053	user_options->bitmap_max	18
TOP.60be5250.00005053	user_options->bitmap_min	16
TOP.60be5250.00005053	user_options->debug_mode	0
TOP.60be5250.00005053	user_options->hash_info	0
TOP.60be5250.00005053	user_options->force	1
TOP.60be5250.00005053	user_options->hwmon_disable	0
TOP.60be5250.00005053	user_options->hwmon_temp_abort	90
TOP.60be5250.00005053	user_options->hash_mode	0
TOP.60be5250.00005053	user_options->hex_charset	0
TOP.60be5250.00005053	user_options->hex_salt	0
TOP.60be5250.00005053	user_options->hex_wordlist	0
TOP.60be5250.00005053	user_options->hook_threads	8
TOP.60be5250.00005053	user_options->increment	0
TOP.60be5250.00005053	user_options->increment_max	256
TOP.60be5250.00005053	user_options->increment_min	1
TOP.60be5250.00005053	user_options->keep_guessing	0
TOP.60be5250.00005053	user_options->kernel_accel	0
TOP.60be5250.00005053	user_options->kernel_loops	0
TOP.60be5250.00005053	user_options->kernel_threads	0
TOP.60be5250.00005053	user_options->keyspace	0
TOP.60be5250.00005053	user_options->left	0
TOP.60be5250.00005053	user_options->logfile_disable	0
TOP.60be5250.00005053	user_options->loopback	0
TOP.60be5250.00005053	user_options->machine_readable	0
TOP.60be5250.00005053	user_options->markov_classic	0
TOP.60be5250.00005053	user_options->markov_disable	0
TOP.60be5250.00005053	user_options->markov_threshold	256
TOP.60be5250.00005053	user_options->backend_info	0
TOP.60be5250.00005053	user_options->backend_vector_width	0
TOP.60be5250.00005053	user_options->optimized_kernel_enable	0
TOP.60be5250.00005053	user_options->outfile_autohex	1
TOP.60be5250.00005053	user_options->outfile_check_timer	5
TOP.60be5250.00005053	user_options->outfile_format	3
TOP.60be5250.00005053	user_options->wordlist_autohex_disable	0
TOP.60be5250.00005053	user_options->potfile_disable	0
TOP.60be5250.00005053	user_options->progress_only	0
TOP.60be5250.00005053	user_options->quiet	0
TOP.60be5250.00005053	user_options->remove	0
TOP.60be5250.00005053	user_options->remove_timer	60
TOP.60be5250.00005053	user_options->restore	0
TOP.60be5250.00005053	user_options->restore_disable	0
TOP.60be5250.00005053	user_options->restore_timer	60
TOP.60be5250.00005053	user_options->rp_files_cnt	0
TOP.60be5250.00005053	user_options->rp_gen	0
TOP.60be5250.00005053	user_options->rp_gen_func_max	4
TOP.60be5250.00005053	user_options->rp_gen_func_min	1
TOP.60be5250.00005053	user_options->rp_gen_seed	0
TOP.60be5250.00005053	user_options->runtime	0
TOP.60be5250.00005053	user_options->scrypt_tmto	0
TOP.60be5250.00005053	user_options->segment_size	33554432
TOP.60be5250.00005053	user_options->self_test_disable	0
TOP.60be5250.00005053	user_options->slow_candidates	0
TOP.60be5250.00005053	user_options->show	0
TOP.60be5250.00005053	user_options->speed_only	0
TOP.60be5250.00005053	user_options->spin_damp	0
TOP.60be5250.00005053	user_options->status	0
TOP.60be5250.00005053	user_options->status_json	0
TOP.60be5250.00005053	user_options->status_timer	10
TOP.60be5250.00005053	user_options->stdout_flag	0
TOP.60be5250.00005053	user_options->usage	0
TOP.60be5250.00005053	user_options->username	0
TOP.60be5250.00005053	user_options->veracrypt_pim_start	485
TOP.60be5250.00005053	user_options->veracrypt_pim_stop	485
TOP.60be5250.00005053	user_options->version	0
TOP.60be5250.00005053	user_options->workload_profile	2
TOP.60be5250.00005053	user_options->brain_client	0
TOP.60be5250.00005053	user_options->brain_client_features	2
TOP.60be5250.00005053	user_options->brain_server	0
TOP.60be5250.00005053	user_options->brain_server_timer	300
TOP.60be5250.00005053	user_options->brain_port	6863
TOP.60be5250.00005053	user_options->brain_session	0
TOP.60be5250.00005053	hashes->hashfile	C:\Users\Nico\Desktop\hashcat-6.2.1\wordlists\archivo_1
TOP.60be5250.00005053	hashes->hashlist_mode	5
TOP.60be5250.00005053	hashes->hashlist_format	0
TOP.60be5250.00005053	hashes->hashes_cnt	0
TOP.60be5250.00005053	hashes->digests_cnt	1000
TOP.60be5250.00005053	hashes->digests_done	78
TOP.60be5250.00005053	hashes->salts_cnt	1
TOP.60be5250.00005053	hashes->salts_done	0
TOP.60be5250.00005053	SUB.60be5250.0003ddaa	START
TOP.60be5250.00005053	SUB.60be5250.0003ddaa	straight_ctx->dict	C:\Users\Nico\Desktop\hashcat-6.2.1\diccionario_1.dict
TOP.60be5250.00005053	SUB.60be5250.0003ddaa	runtime_start	1623085648
TOP.60be5250.00005053	SUB.60be5250.0003ddaa	runtime_stop	1623085648
TOP.60be5250.00005053	SUB.60be5250.0003ddaa	status-after-work	5
TOP.60be5250.00005053	SUB.60be5250.0003ddaa	STOP
TOP.60be5250.00005053	proc_start	1623085648
TOP.60be5250.00005053	proc_stop	1623085649
TOP.60be5250.00005053	STOP
TOP.60be52d2.000ada46	START
TOP.60be52d2.000ada46	folder_config->cwd	C:\Users\Nico\Desktop\hashcat-6.2.1
TOP.60be52d2.000ada46	folder_config->install_dir	.
TOP.60be52d2.000ada46	folder_config->profile_dir	.
TOP.60be52d2.000ada46	folder_config->session_dir	.
TOP.60be52d2.000ada46	folder_config->shared_dir	.
TOP.60be52d2.000ada46	user_options->separator	:
TOP.60be52d2.000ada46	user_options->encoding_from	utf-8
TOP.60be52d2.000ada46	user_options->encoding_to	utf-8
TOP.60be52d2.000ada46	user_options->rule_buf_l	:
TOP.60be52d2.000ada46	user_options->rule_buf_r	:
TOP.60be52d2.000ada46	user_options->session	hashcat
TOP.60be52d2.000ada46	user_options->limit	0
TOP.60be52d2.000ada46	user_options->skip	0
TOP.60be52d2.000ada46	user_options->attack_mode	0
TOP.60be52d2.000ada46	user_options->benchmark	0
TOP.60be52d2.000ada46	user_options->benchmark_all	0
TOP.60be52d2.000ada46	user_options->bitmap_max	18
TOP.60be52d2.000ada46	user_options->bitmap_min	16
TOP.60be52d2.000ada46	user_options->debug_mode	0
TOP.60be52d2.000ada46	user_options->hash_info	0
TOP.60be52d2.000ada46	user_options->force	1
TOP.60be52d2.000ada46	user_options->hwmon_disable	0
TOP.60be52d2.000ada46	user_options->hwmon_temp_abort	90
TOP.60be52d2.000ada46	user_options->hash_mode	10
TOP.60be52d2.000ada46	user_options->hex_charset	0
TOP.60be52d2.000ada46	user_options->hex_salt	0
TOP.60be52d2.000ada46	user_options->hex_wordlist	0
TOP.60be52d2.000ada46	user_options->hook_threads	8
TOP.60be52d2.000ada46	user_options->increment	0
TOP.60be52d2.000ada46	user_options->increment_max	256
TOP.60be52d2.000ada46	user_options->increment_min	1
TOP.60be52d2.000ada46	user_options->keep_guessing	0
TOP.60be52d2.000ada46	user_options->kernel_accel	0
TOP.60be52d2.000ada46	user_options->kernel_loops	0
TOP.60be52d2.000ada46	user_options->kernel_threads	0
TOP.60be52d2.000ada46	user_options->keyspace	0
TOP.60be52d2.000ada46	user_options->left	0
TOP.60be52d2.000ada46	user_options->logfile_disable	0
TOP.60be52d2.000ada46	user_options->loopback	0
TOP.60be52d2.000ada46	user_options->machine_readable	0
TOP.60be52d2.000ada46	user_options->markov_classic	0
TOP.60be52d2.000ada46	user_options->markov_disable	0
TOP.60be52d2.000ada46	user_options->markov_threshold	256
TOP.60be52d2.000ada46	user_options->backend_info	0
TOP.60be52d2.000ada46	user_options->backend_vector_width	0
TOP.60be52d2.000ada46	user_options->optimized_kernel_enable	0
TOP.60be52d2.000ada46	user_options->outfile_autohex	1
TOP.60be52d2.000ada46	user_options->outfile_check_timer	5
TOP.60be52d2.000ada46	user_options->outfile_format	3
TOP.60be52d2.000ada46	user_options->wordlist_autohex_disable	0
TOP.60be52d2.000ada46	user_options->potfile_disable	0
TOP.60be52d2.000ada46	user_options->progress_only	0
TOP.60be52d2.000ada46	user_options->quiet	0
TOP.60be52d2.000ada46	user_options->remove	0
TOP.60be52d2.000ada46	user_options->remove_timer	60
TOP.60be52d2.000ada46	user_options->restore	0
TOP.60be52d2.000ada46	user_options->restore_disable	0
TOP.60be52d2.000ada46	user_options->restore_timer	60
TOP.60be52d2.000ada46	user_options->rp_files_cnt	0
TOP.60be52d2.000ada46	user_options->rp_gen	0
TOP.60be52d2.000ada46	user_options->rp_gen_func_max	4
TOP.60be52d2.000ada46	user_options->rp_gen_func_min	1
TOP.60be52d2.000ada46	user_options->rp_gen_seed	0
TOP.60be52d2.000ada46	user_options->runtime	0
TOP.60be52d2.000ada46	user_options->scrypt_tmto	0
TOP.60be52d2.000ada46	user_options->segment_size	33554432
TOP.60be52d2.000ada46	user_options->self_test_disable	0
TOP.60be52d2.000ada46	user_options->slow_candidates	0
TOP.60be52d2.000ada46	user_options->show	0
TOP.60be52d2.000ada46	user_options->speed_only	0
TOP.60be52d2.000ada46	user_options->spin_damp	0
TOP.60be52d2.000ada46	user_options->status	0
TOP.60be52d2.000ada46	user_options->status_json	0
TOP.60be52d2.000ada46	user_options->status_timer	10
TOP.60be52d2.000ada46	user_options->stdout_flag	0
TOP.60be52d2.000ada46	user_options->usage	0
TOP.60be52d2.000ada46	user_options->username	0
TOP.60be52d2.000ada46	user_options->veracrypt_pim_start	485
TOP.60be52d2.000ada46	user_options->veracrypt_pim_stop	485
TOP.60be52d2.000ada46	user_options->version	0
TOP.60be52d2.000ada46	user_options->workload_profile	2
TOP.60be52d2.000ada46	user_options->brain_client	0
TOP.60be52d2.000ada46	user_options->brain_client_features	2
TOP.60be52d2.000ada46	user_options->brain_server	0
TOP.60be52d2.000ada46	user_options->brain_server_timer	300
TOP.60be52d2.000ada46	user_options->brain_port	6863
TOP.60be52d2.000ada46	user_options->brain_session	0
TOP.60be52d2.000ada46	hashes->hashfile	C:\Users\Nico\Desktop\hashcat-6.2.1\wordlists\archivo_2
TOP.60be52d2.000ada46	hashes->hashlist_mode	5
TOP.60be52d2.000ada46	hashes->hashlist_format	0
TOP.60be52d2.000ada46	hashes->hashes_cnt	0
TOP.60be52d2.000ada46	hashes->digests_cnt	1000
TOP.60be52d2.000ada46	hashes->digests_done	0
TOP.60be52d2.000ada46	hashes->salts_cnt	1
TOP.60be52d2.000ada46	hashes->salts_done	0
TOP.60be52d2.000ada46	SUB.60be52d7.00002be7	START
TOP.60be52d2.000ada46	SUB.60be52d7.00002be7	straight_ctx->dict	C:\Users\Nico\Desktop\hashcat-6.2.1\diccionario_1.dict
TOP.60be52d2.000ada46	SUB.60be52d7.00002be7	runtime_start	1623085783
TOP.60be52d2.000ada46	SUB.60be52d7.00002be7	runtime_stop	1623085783
TOP.60be52d2.000ada46	SUB.60be52d7.00002be7	status-after-work	5
TOP.60be52d2.000ada46	SUB.60be52d7.00002be7	STOP
TOP.60be52d2.000ada46	SUB.60be52d7.000643ee	START
TOP.60be52d2.000ada46	SUB.60be52d7.000643ee	straight_ctx->dict	C:\Users\Nico\Desktop\hashcat-6.2.1\diccionario_2.dict
TOP.60be52d2.000ada46	SUB.60be52d7.000643ee	runtime_start	1623085783
TOP.60be52d2.000ada46	SUB.60be52d7.000643ee	runtime_stop	1623085786
TOP.60be52d2.000ada46	SUB.60be52d7.000643ee	status-after-work	6
TOP.60be52d2.000ada46	SUB.60be52d7.000643ee	STOP
TOP.60be52d2.000ada46	proc_start	1623085778
TOP.60be52d2.000ada46	proc_stop	1623085787
TOP.60be52d2.000ada46	STOP
TOP.60be5390.00081ee6	START
TOP.60be5390.00081ee6	folder_config->cwd	C:\Users\Nico\Desktop\hashcat-6.2.1
TOP.60be5390.00081ee6	folder_config->install_dir	.
TOP.60be5390.00081ee6	folder_config->profile_dir	.
TOP.60be5390.00081ee6	folder_config->session_dir	.
TOP.60be5390.00081ee6	folder_config->shared_dir	.
TOP.60be5390.00081ee6	user_options->separator	:
TOP.60be5390.00081ee6	user_options->encoding_from	utf-8
TOP.60be5390.00081ee6	user_options->encoding_to	utf-8
TOP.60be5390.00081ee6	user_options->rule_buf_l	:
TOP.60be5390.00081ee6	user_options->rule_buf_r	:
TOP.60be5390.00081ee6	user_options->session	hashcat
TOP.60be5390.00081ee6	user_options->limit	0
TOP.60be5390.00081ee6	user_options->skip	0
TOP.60be5390.00081ee6	user_options->attack_mode	0
TOP.60be5390.00081ee6	user_options->benchmark	0
TOP.60be5390.00081ee6	user_options->benchmark_all	0
TOP.60be5390.00081ee6	user_options->bitmap_max	18
TOP.60be5390.00081ee6	user_options->bitmap_min	16
TOP.60be5390.00081ee6	user_options->debug_mode	0
TOP.60be5390.00081ee6	user_options->hash_info	0
TOP.60be5390.00081ee6	user_options->force	1
TOP.60be5390.00081ee6	user_options->hwmon_disable	0
TOP.60be5390.00081ee6	user_options->hwmon_temp_abort	90
TOP.60be5390.00081ee6	user_options->hash_mode	10
TOP.60be5390.00081ee6	user_options->hex_charset	0
TOP.60be5390.00081ee6	user_options->hex_salt	0
TOP.60be5390.00081ee6	user_options->hex_wordlist	0
TOP.60be5390.00081ee6	user_options->hook_threads	8
TOP.60be5390.00081ee6	user_options->increment	0
TOP.60be5390.00081ee6	user_options->increment_max	256
TOP.60be5390.00081ee6	user_options->increment_min	1
TOP.60be5390.00081ee6	user_options->keep_guessing	0
TOP.60be5390.00081ee6	user_options->kernel_accel	0
TOP.60be5390.00081ee6	user_options->kernel_loops	0
TOP.60be5390.00081ee6	user_options->kernel_threads	0
TOP.60be5390.00081ee6	user_options->keyspace	0
TOP.60be5390.00081ee6	user_options->left	0
TOP.60be5390.00081ee6	user_options->logfile_disable	0
